"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Individuals.using.the.Internet....of.population.","Access.to.electricity....of.population.","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed.broadband.subscriptions..per.100.people.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications..computer..etc.....of.service.imports..BoP.","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini.index","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population."
"Kyrgyz Republic",2019,38.37,4.31,9371275264,8591968638,127.48,8620000,136.35,64.1,99.9,99.8,11.82,1.62,-336659800,41.87,36.59,2.75,10,99.9,269000,4.14,14.74,13.64,6423889939,14.91,1.4,7231343163,41.16,-10.44,37.42,29.7,0.7,0.2,,,41.56,0.99,,5.19e+08,1859,287.94,102.35,6.35,,
"Latvia",2008,23.3,4,35854274229,35399410905,112.66,2300000,106.89,63.41,99.7,99.6,1.34,3.47,-1091444008,49.43,67.83,-1.15,11,99.9,412000,18.92,24.29,33.09,27539994637,33.54,2.3,27676256505,42.85,-0.95,37.01,37.2,1.3,0.5,36.87,85.79,72.36,1,97.92,,,,102.38,0,61.69,65.36
"Latvia",2009,20.56,-0.57,26410909091,28250467056,101.98,2300000,108.34,66.84,100,100,6.29,3.77,-43651066.41,50.14,67.81,-1.68,11,100,455000,21.23,23.56,32.99,22026142393,33.5,2.1,25700915259,41.23,-5.4,27.48,35.9,1.7,0.9,35.97,84.18,73.05,0.99,98.44,,,,101.09,0.24,66,67.79
"Latvia",2010,18.23,1.98,23956163077,24196595119,102.09,2310000,109.73,68.42,99.8,99.7,-3.1,3.94,-372158418.3,50.6,67.84,-2.04,11,99.8,435000,20.73,26.68,33.8,18136251535,34.41,1.5,23181081671,39.74,-11.83,25.38,35,1.7,0.7,34.36,83.13,69.05,0.98,98.71,,477,227.41,102.19,0.79,67.14,69.87
"Latvia",2011,18.93,5.53,27474380566,27444998700,105.93,2310000,111.17,69.75,99.8,99.8,-2.73,3.66,-1411691737,50.08,67.87,-1.78,11,99.8,457000,22.21,25.09,32.41,20520427410,32.87,2.6,23927531987,37.46,5.11,25.84,35.8,1,0.5,34.35,83.95,67.95,0.98,98.79,,673,326.75,99.77,0.59,69.05,70.54
"Latvia",2012,19.58,3.84,28169902669,27972506726,105.34,2630000,128.11,73.12,100,100,-1,3.9,-919475458.8,50.22,67.9,-1.2,11,100,476000,23.4,26.08,35.15,20948737665,35.49,2.3,25005028774,40.14,5.98,28.69,35.2,1.1,0.5,35.75,85.43,66.64,0.98,98.93,,1141,560.88,98.53,1.23,72.06,74.32
"Latvia",2013,19.03,3.28,30204783462,30136848288,104.37,2560000,125.92,75.23,100,100,-2.68,4.2,-494130035.3,50.16,67.93,-1.03,11,100,496000,24.64,29.17,34.07,22729128695,34.5,1.9,25724575621,39.36,4.64,30.23,35.5,1.2,0.6,35.75,83.67,69.08,0.98,98.98,,1430,710.51,99.42,1.6,74.79,75.76
"Latvia",2014,18.53,3.33,31386896487,31426977356,102.97,2380000,118.55,75.83,100,100,-2.02,3.98,-349596498.1,49.69,67.95,-0.9,11,100,505000,25.32,26.6,33.52,23799294952,34.06,4.3,26180243689,40.41,3.13,32.48,35.1,0.8,0.4,36.68,82.28,70.9,0.99,99.42,,1824,914.84,100.36,1.55,77.04,77.29
"Latvia",2015,17.33,2.98,27263090547,27135722905,101.75,2590000,130.02,79.2,100,100,-0.58,4.3,-669889911,49.62,67.98,-0.78,11,100,504000,25.46,26.08,33.97,20674751442,34.56,1.8,27135722905,41.28,5.12,34.54,34.2,0.7,0.3,38.2,83.22,74.3,0.99,99.28,,2596,1312.75,100.01,1.86,78.33,80.23
"Latvia",2016,15.21,1.19,28083597512,28043520978,99.7,2650000,134.29,79.84,100,100,-0.25,4.23,-90059355.45,50.07,68.02,-0.85,11,100,519000,26.49,30.85,36.77,21600405608,37.14,1.7,28384176767,39.68,6.72,32.82,34.3,0.6,0.3,38.12,84.25,80.6,0.99,99.24,,5758,2938.45,98.06,1.73,78.95,80.86
"Latvia",2017,14.15,3.9,30483806018,30407324343,100.67,2460000,126.05,80.11,100,100,1.01,4.26,-612831022.8,49.84,68.08,-0.81,11,100,526000,27.09,33.73,38.17,23632042537,38.43,1.7,29372153615,39.74,5.45,32.99,35.6,0.8,0.3,37.85,84.54,88.06,1,98.29,,23206,11948.01,99.31,1.3,79.98,80.27
"Latvia",2018,12.5,1.23,34429023435,33883344508,100.71,2070000,106.95,83.58,100,100,1.61,4.29,-737226633.2,49.85,68.14,-0.68,11,100,526000,27.29,36.99,42.18,26501666605,42.5,1.7,30473388430,37.71,5.45,33.11,35.1,0.4,0.2,37.63,84.61,93.02,1,98.37,,27952,14504.14,98.4,0.98,83.96,83.14
"Latvia",2019,12.36,3.26,34225547537,33726980608,100.7,2070000,108.09,86.14,100,100,1.04,4.09,-1025449977,49.85,68.22,-0.58,11,100,509000,26.59,41.31,43.72,26483146825,44.07,1.5,30869582169,36.29,2.39,31.78,34.5,0.2,0.2,39.1,86.55,94.86,1,98.35,,38004,19857.65,98.31,1.74,85.01,87.4
"Lithuania",2008,18.99,3.61,47797551588,46287801844,111.61,5020000,155.77,55.22,99.4,99.3,2.93,2.14,-1172513251,49.81,66.85,-0.92,10,99.7,590000,18.45,16.42,13.58,40472099400,16,2.7,38903126753,30.02,6.09,26.01,35.7,1.4,0.8,15.01,82.3,85.75,1,89.56,,,,98.43,0.19,54.06,56.53
"Lithuania",2009,16.59,-0.96,37388122046,38232906589,101.76,4960000,156,59.76,99.5,99.4,-0.08,2.42,964688371.8,50.61,66.84,-1.12,10,99.7,634000,20.04,19.09,19.38,32673298966,23.02,2.4,34237743765,29.31,-12.09,20.65,37.2,2.2,1.1,15.61,83.06,89.25,1,90.24,,,,99.08,0.55,58.82,60.82
"Lithuania",2010,14.37,2.97,37128694028,36887284560,102,4890000,155.81,62.12,99.7,99.5,3.97,2.28,-995861483.6,50.77,66.76,-2.22,10,100,679000,21.93,19.71,15.52,31525266454,18.68,2.8,33891883079,28.42,1.66,18.27,33.6,1.5,0.9,14.23,84.2,86.57,0.98,90.96,,549,177.25,99.36,0.81,63.86,64.46
"Lithuania",2011,14.96,4.32,43535051482,42261715401,102.69,4940000,159.3,63.64,99.7,99.7,5.19,2.37,-1065438728,50.4,66.74,-2.28,10,99.7,728000,24.03,18.82,15.66,36448149730,18.31,2.8,34867265846,28.16,6.33,18.99,32.5,0.7,0.5,14.08,84.04,84.06,0.98,91.63,,757,249.99,99.1,0.24,63.56,63.72
"Lithuania",2012,15.21,1.58,42927454291,41584616578,99.39,5000000,163.13,67.23,100,100,5.16,2.2,-255287867.8,50.48,66.86,-1.16,10,100,769000,25.73,19.15,18.57,35893298337,21.06,1.1,35893462086,29.29,4.48,21.48,35.1,0.9,0.6,14.1,83.24,79.75,0.97,91.42,,1344,449.83,101.1,0.15,66.06,66.33
"Lithuania",2013,14.61,1.65,46523420074,45495776757,98.55,4570000,150.78,68.45,100,100,8.17,2.2,-436800371.9,49.89,66.99,-0.83,10,100,836000,28.27,19.64,18.98,39313460944,21.16,0.9,37415795875,31.51,5.49,24.62,35.3,0.7,0.4,14.78,83.44,73.53,0.97,92.29,,1882,636.31,101.39,0.01,68.37,68.54
"Lithuania",2014,14.05,0.74,48533659592,47960568992,98.18,4270000,142.49,72.13,100,100,10.03,2.29,188404473.2,49.84,67.11,-0.68,10,100,802000,27.34,19.42,19.18,41546942348,21.09,0.2,39368260075,34.22,6.32,27.63,37.7,1.3,0.6,16.6,82.53,68.9,0.97,93.06,,2208,752.98,101.04,5.43,72.11,72.16
"Lithuania",2015,14.24,2.5,41435533340,39940688842,101,4180000,141.17,71.38,100,100,5.69,2.29,-680317054.7,50.03,67.23,-0.76,10,100,833000,28.68,22.19,20.98,34402653749,22.22,0.6,39940688842,33.83,1.55,28.31,37.4,0.7,0.5,16.5,82.44,67.74,0.97,93.79,,3443,1185.23,98.68,4.89,71.59,71.13
"Lithuania",2016,13.49,2.74,43047309306,41513241213,99.28,4200000,143.33,74.38,100,100,5,2.36,-264618974.7,50.01,67.37,-1.07,10,100,858000,29.9,25.05,25.13,35778730613,26.39,0.6,41435229334,35.34,5.13,30.23,38.4,1.3,0.7,15.6,83.37,67.74,0.97,95.18,,12556,4377.61,100.64,4.73,74.67,74.05
"Lithuania",2017,12.46,2.9,47758736932,46031954862,97.68,4360000,150.16,77.62,100,100,7.33,2.37,-932827114.8,49.86,67.52,-1.18,11,100,799000,28.23,25.65,25.23,39973488659,26.25,0.6,43189020827,35.05,6.5,30.4,37.3,1,0.7,16.49,82.85,68.39,0.97,95.6,,36934,13058.25,101.58,4.15,78.16,77
"Lithuania",2018,11.6,2.42,53751411409,52084496481,98.18,3760000,130.89,79.72,100,100,8.45,2.4,-260129818.3,49.62,67.68,-0.71,11,100,789000,28.14,24.67,25.59,45383302057,26.53,0.5,44648062454,36.48,4.73,32.43,35.7,0.9,0.4,17.77,83.09,69.72,0.98,96.22,,51176,18267.08,104.11,2.15,79.9,79.53
"Lithuania",2019,10.59,6.27,54808531641,52901803475,94.69,3700000,130.02,81.58,100,100,9.04,2.57,-1272922206,49.79,67.86,0,11,100,790000,28.28,27.64,28.92,45983380104,29.72,0.5,46821364099,37.32,4.9,32.9,35.3,0.5,0.3,18.64,83.34,70.18,0.98,96.97,,87889,31454.79,110.23,0.26,82.34,80.74
"Luxembourg",2008,8.54,12.09,58844277702,46059035710,69.22,707000,144.69,82.23,100,100,25.84,2.42,31760369969,43.6,87.8,2.23,11,100,143000,29.28,14.84,21.19,40352315126,21.27,6.5,38921593485,29.02,-8.25,23.84,32.6,0,0,37.72,78.07,10.67,1.02,,3.839e+09,,,,5.48,73.78,90.58
"Luxembourg",2009,7.5,50.04,54467289898,34736149608,67.68,720000,144.62,87.31,100,100,0.77,2.82,17377315210,43.51,88.18,2.28,12,100,156000,31.34,17.49,24.29,28539982180,24.39,1.8,30840384228,32.96,-26.96,27.41,31.2,0,0,38.45,79.7,,,,3.67e+09,,,,,82.5,92.07
"Luxembourg",2010,7.35,69.61,56213985987,38203044612,68.25,727000,143.37,90.62,100,100,10.32,3.22,-21630958283,43.66,88.55,2.24,12,100,168000,33.18,17.74,26.94,32043330391,27.03,2.1,35101044651,26.55,14.01,22.85,30.5,0,0,36.58,80.41,18.2,1.02,87.15,3.626e+09,606,1195.38,87.86,3.8,87.04,94.14
"Luxembourg",2011,6.75,14.33,61696281326,42768242732,69.74,764973,147.62,90.03,100,100,10.35,2.66,-34637687968,44.06,88.91,2.63,12,100,170000,32.73,18.75,28.57,35685289064,28.67,1.9,36448048775,25.15,1.02,20.6,32.1,0.1,0,38.44,79.35,,1.03,88.22,3.873e+09,800,1543.37,83.33,2.35,86.42,93.59
"Luxembourg",2012,6.45,4.72,59776383527,45915520598,69.36,761314,143.49,91.95,100,100,18.21,3.17,-94508556042,44.47,89.25,2.79,12,100,170000,31.96,20.58,32.2,39037926025,32.26,1.9,41394206204,27.07,12.97,22.57,34.3,0,0,38.41,79.54,19.12,1.02,89.24,3.094e+09,1232,2320.39,83.72,1.81,88.55,95.28
"Luxembourg",2013,5.81,35.73,65203276467,46779637636,67.77,788371,145.17,93.78,100,100,15.34,2.68,-1.52e+11,44.42,89.57,2.67,12,100,177000,32.48,22.08,32.84,39341116046,32.91,1.9,40209963182,26.35,-6.11,22.04,32,0.1,0.1,38,79.17,,1.02,90.79,3.292e+09,1765,3248.31,83.88,3.93,91.8,95.7
"Luxembourg",2014,5.62,29.16,68804811898,49979926557,67.86,802400,144.3,94.67,100,100,17.66,2.44,37341977363,44.63,89.88,2.7,12,100,187000,33.58,22.83,31.92,42190108352,31.97,2,42454987070,27.49,3.53,20.75,31.2,0.1,0.1,36.24,79.68,,1.01,90.3,3.359e+09,2511,4513.6,81.59,3.29,93.59,95.72
"Luxembourg",2015,5.39,75.63,60071584216,38657980989,67.46,806800,141.69,96.38,100,100,9.8,3.59,78413284267,45.58,90.18,2.69,12,100,195000,34.29,24.97,33.37,31743520644,33.43,2,38657980989,35.51,-13.5,29.29,32.9,0.3,0.2,43.58,79.6,20.29,1.02,88.19,2.333e+09,3133,5500.31,80.57,4.23,95.23,97.49
"Luxembourg",2016,4.92,28.26,62216885436,41225831606,66.24,764000,130.97,98.14,100,100,12.09,3.92,-18137436484,45.46,90.46,2.47,12,100,203000,34.81,27.51,35.61,34025585999,35.66,1.7,41001183453,30.46,4.33,23.75,31.7,0.1,0.1,39.42,79.41,19.92,1.02,90.29,2.048e+09,6678,11473.95,79.01,3.16,97.35,98.9
"Luxembourg",2017,4.6,-41.65,65712180343,47031112675,68.3,794000,133.16,97.36,100,100,14.06,3.4,1.2e+11,46.34,90.73,2.73,12,100,215000,35.98,26.91,35.25,39389565966,35.3,1.7,44855795443,30.77,8.35,26.02,34.5,0.3,0.2,36.62,81.07,19.6,1.01,87.36,2.607e+09,25651,43014.34,78.4,4.3,97.21,97.51
"Luxembourg",2018,4.47,-117.37,71000359760,50751283868,67.42,798600,131.37,97.06,100,100,11.85,2.94,-94267923708,46.53,90.98,2.21,12,100,224000,36.89,29.5,36.65,42251475535,36.69,1.7,45537979444,33.12,-1.03,28.42,35.4,0.3,0.1,38.64,79.5,19.39,1,89.88,2.872e+09,26234,43151.57,76.7,3.88,95.97,98.11
"Luxembourg",2019,4.31,234.25,69890505324,47877349993,69.53,817810,131.91,97.12,100,100,6.85,3.28,65353736489,45.92,91.22,2.23,12,100,232000,37.36,32,39.84,38530629916,39.88,1.6,44390470175,34.62,-7.58,28.74,34.2,0.1,0.1,39.47,79.61,19.4,0.99,91.39,3.288e+09,24716,39864.45,77.86,3.87,96.88,97.35
"Malta",2008,18.61,163.22,9090406750,8950142226,101.83,385636,93.28,50.08,100,100,6.63,4.46,1324826782,33.68,93.93,0.73,11,100,98200,23.44,44.75,54.5,,54.63,,8045306586,52.7,,46.55,29,0.1,0.1,43.41,79.34,33.32,0.98,,,,,101.77,,47.11,52.99
"Malta",2009,19.21,16.61,8696366869,8238328800,100.91,422083,101.58,58.86,100,100,1.91,4.49,-7546242129,34.05,94,0.83,11,100,114000,27.01,49.19,62.6,,62.69,,7665141265,51.56,,44.07,30.2,0.4,0.2,45.42,80.39,35.79,,,,,,95.6,,56.67,61.02
"Malta",2010,17.94,102.31,9035824366,8570871689,99.94,455579,108.79,63,100,100,5.74,4.52,-5915461797,34.31,94.07,0.57,11,100,126000,29.79,51.19,56.29,,56.39,,8096321288,50.94,,44.19,29,0.2,0.1,45.4,79.07,36.83,0.94,68.13,,686,1654.97,102.04,,58.46,67.66
"Malta",2011,17.62,81,9638728635,9412938983,98.53,521748,123.18,68.02,100,100,4.82,4.47,-12184948811,34.96,94.14,0.5,11,100,129000,30.3,39.69,53.39,,53.5,12,8368246579,51.91,,44.98,29.1,0.2,0.1,44.64,83.32,39.45,1,69.74,,849,2039.55,99.4,,66.46,69.58
"Malta",2012,16.1,35.13,9461776292,9015838747,96.44,532228,123.8,68.2,100,100,4.65,4.46,-11577188678,36.98,94.21,0.97,11,100,136000,31.82,49.9,55.25,,55.35,11.6,8511734283,51.71,,44.55,29.4,0.1,0,44.9,83.96,42.55,1.01,73.29,,1091,2597.45,99.14,0.06,66.32,70.77
"Malta",2013,13.64,4.83,10551030597,10027490997,92.38,556652,127.23,68.91,100,100,8.24,4.47,-9280562796,37.73,94.28,1.48,11,100,143000,33.38,50.83,55.38,,55.45,15.3,8950962716,53.49,,46.68,28.8,0,0,45.86,84.97,44.04,1.02,75.64,,1108,2601.14,100.43,0.73,66.86,70.94
"Malta",2014,13.03,1.34,11625848975,11020707026,88.02,546229,122.35,73.11,100,100,13.33,4.46,-8869926228,38.25,94.35,2.07,11,100,152000,34.88,54.03,55.58,,55.64,14.6,9603837993,52.9,,46.71,29,0,0,46.39,85.28,44.49,1.03,76.89,,1246,2867.28,99.14,0.2,71.64,74.55
"Malta",2015,12.39,32.82,11091483660,10478459358,90.23,524161,114.8,75.96,100,100,17.16,4.47,-10232703292,38.35,94.41,2.46,11,100,163000,36.68,60.21,63.45,,63.49,14.1,10478459358,51.63,,45.62,29.4,0.1,0.1,46.64,85.77,46.95,1.04,77.57,,1570,3527.67,98.24,0.34,74.58,77.3
"Malta",2016,13.12,23.79,11668015566,10525743981,87.41,585470,125.18,78.08,100,100,14.62,4.46,-9410911823,38.85,94.48,2.36,11,100,171000,37.62,58.59,62.61,,62.65,12.3,10334660794,51.75,,46.21,29.1,0.1,0.1,47.4,84.9,48.13,1.03,78.22,,1473,3234.83,98.26,0.15,78,78.15
"Malta",2017,12.28,28.85,13484541926,12136103804,80.68,604759,126.12,81.01,100,100,18.28,4.44,-10828869949,39.16,94.55,2.81,11,100,181000,38.75,57.83,63.17,,63.21,7.4,11422986328,52.91,,47.31,29.2,0.2,0.1,46.69,86.56,52.84,1,80.74,,6600,14102.59,99.49,0.35,79.51,82.44
"Malta",2018,12.22,29.12,15404393365,13968288596,81.29,615843,125.28,81.66,100,100,19.04,4.42,-11629284951,39.78,94.61,3.56,11,100,192000,39.59,56.7,63.44,,63.48,7.1,12363747296,55.99,,50.92,28.7,0.1,0.1,49,88.25,56.81,1,82.18,,6986,14415.12,100.41,0.55,81.71,81.61
"Malta",2019,11.38,27.26,16004563886,14544926847,81.53,634386,125.96,85.78,100,100,18.71,4.45,-10861632816,40.1,94.68,4,11,100,203000,40.18,64.2,69.41,,69.43,6.7,13268106670,55.9,,50.68,31,0.3,0.1,50.84,87.07,58.54,1.01,83.23,,5464,10839.94,98.28,0.68,85.82,85.74
"Mexico",2008,74.09,2.56,1.16e+12,1.15e+12,104.66,75300000,68.65,21.71,98.9,99.7,8.5,4.73,-29065383638,36.33,77.22,1.66,11,96.2,7530000,6.82,15.8,23.02,8.68e+11,24.15,,1.07e+12,47.72,-2.42,44.07,50.8,6,1.9,58.51,83.16,25.78,1.02,48.42,1.0246e+10,,,101.22,5.27,18.52,23.67
"Mexico",2009,75.36,2.08,9.43e+11,9.29e+11,103.76,83200000,74.92,26.34,98.3,99.4,6.52,4.45,-7989069732,36.79,77.52,1.62,11,94.3,9640000,8.61,16.79,26.95,7.06e+11,28.26,,1e+12,46.92,-7.45,42.2,,,,58.17,82.3,26.21,1.02,54.36,8.737e+09,,,99.75,5.73,26.98,29.76
"Mexico",2010,75.33,2.76,1.11e+12,1.09e+12,105.15,91400000,81.21,31.05,99.2,99.7,8.05,4.52,-12629835256,36.77,77.82,1.71,11,97.6,10600000,9.31,16.25,28.71,8.37e+11,29.94,,1.06e+12,47.07,3.39,42.49,47.7,4.7,1.4,57.94,81.22,27.17,1.03,52.11,9.001e+09,1531,13.6,100.05,7.16,32.17,35.66
"Mexico",2011,76.46,1.94,1.23e+12,1.21e+12,105.48,94600000,82.86,37.18,99,99.6,8.3,4.81,-12321955893,37.03,78.11,1.81,11,96.8,11600000,10.04,17.38,28.8,9.1e+11,30.17,,1.09e+12,46.86,1.43,42.27,,,,58.06,80.85,28.04,1.02,56.72,9.704e+09,2001,17.53,100.19,7.36,35.51,38.98
"Mexico",2012,76.74,1.45,1.26e+12,1.23e+12,104.99,101000000,87.02,39.75,99.1,99.7,7.57,4.56,543218902,37.48,78.41,1.77,14,97.2,13100000,11.19,16.89,30.32,9.23e+11,31.7,,1.12e+12,47.23,0.73,42.79,49.6,4.2,1.2,58.59,80.88,29.35,1.02,54.76,1.0735e+10,3146,27.18,106.49,7.13,37.66,42
"Mexico",2013,76.36,3.84,1.33e+12,1.29e+12,105.14,107000000,91.01,43.46,99.1,99.8,4.51,4.47,-32895808619,37.57,78.7,1.69,14,96.8,12700000,10.77,18.15,29.19,9.79e+11,30.44,18.6,1.12e+12,46.35,-0.37,41.97,,,,58.4,80.62,30.33,1.02,56.56,1.197e+10,3756,32.02,110.18,4.38,41.74,45.32
"Mexico",2014,72.89,2.08,1.36e+12,1.33e+12,104.86,105000000,88.37,44.39,99.2,99.6,5.83,4.2,-22844083177,37.07,78.99,1.61,14,97.4,13000000,10.88,18.05,29.13,1.03e+12,30.14,18.8,1.15e+12,45.56,3.27,41.25,48.9,4,1.1,57.75,79.86,31.21,1.02,57.09,1.2556e+10,4930,41.51,111.54,2.98,42.83,46.05
"Mexico",2015,67.59,2.99,1.21e+12,1.18e+12,104.79,108000000,89.63,57.43,99,99.3,5.53,4.35,-25271560037,37.35,79.29,1.54,14,97.9,14800000,12.19,18.08,30.29,9.31e+11,31.42,18.1,1.18e+12,44.83,3.53,40.99,,,,57.92,79.03,31.97,1.03,59.54,1.2668e+10,7054,58.71,105.99,1.78,54.57,60.53
"Mexico",2016,64.85,3.5,1.11e+12,1.08e+12,104.85,112000000,91.94,59.54,99.5,99.8,5.43,4.42,-31029849354,37.46,79.58,1.5,14,98.3,15900000,13.03,18.27,30.48,8.51e+11,31.7,17.8,1.2e+12,44.23,0.22,40.84,46.9,2.3,0.6,57.36,79.16,38.59,1.04,60.04,1.2823e+10,14758,121.45,104.7,2.43,58.06,61.2
"Mexico",2017,63.59,2.78,1.19e+12,1.16e+12,103.34,114000000,93.07,53.03,100,99.9,6.14,4.61,-30069477842,37.26,79.87,1.44,14,100,17000000,13.78,17.86,30.63,9.1e+11,31.67,17,1.23e+12,43.81,1.38,40.79,,,,57.03,78.28,40.34,1.04,61.17,1.3647e+10,23144,188.41,104.32,5.02,53.03,53.04
"Mexico",2018,61.29,3.01,1.26e+12,1.22e+12,102.12,120000000,96.9,56.66,99.5,99.8,6.45,4.81,-25611875476,37.54,80.16,1.31,14,98.3,18400000,14.74,18,31.91,9.49e+11,32.76,16.2,1.25e+12,43.79,0.25,40.79,46,1.9,0.5,57,77.56,41.64,1.05,62.2,1.4074e+10,28487,229.71,102.37,7.12,56.18,57.19
"Mexico",2019,58.39,2.29,1.31e+12,1.27e+12,100.83,122000000,97.56,69.63,99.6,99.9,6.33,4.79,-23861929848,38.33,80.44,1.22,14,98.3,19400000,15.39,19.97,32.57,9.89e+11,33.41,15.2,1.24e+12,44.88,0.37,41.65,,,,57.64,77.55,43.04,1.05,65.44,1.23e+10,34635,276.89,102.47,7.25,68.07,71.38
"Moldova",2008,30.81,12,6054824248,6649080393,152.78,2420000,63.57,23.39,99.1,99.3,7.9,0.7,-695380000,52.94,42.68,-0.26,9,98.9,115000,3.05,36.73,19.9,5757754287,24.26,8.9,7025588232,31.12,6.85,29.33,34.7,1,0.2,52.11,73.02,,,92.47,3.59e+08,,,,,,
"Moldova",2009,31.37,4.85,5439434272,5745818449,136.62,2140000,56.98,27.5,99.2,99.4,0,0.6,-268740000,52.56,42.65,-0.2,9,99,188000,5.06,41.2,23.89,4978748425,27.59,7,6379494969,34.96,-7.97,32.67,32.9,0.7,0.1,54.14,71.5,,,93.33,3.07e+08,,,,,,
"Moldova",2010,31.39,4.26,6974982370,7480581273,132.28,2550000,69.34,29.68,99.3,99.6,4.88,0.4,-290090000,52.63,42.62,-0.17,9,99.1,271000,7.45,42.98,22.01,6657470285,25.45,7.9,6951849221,41.18,17.72,38.89,32.1,0.4,0.1,59.61,72.51,,,93.79,2.98e+08,38,13.28,,,,
"Moldova",2011,30.75,4.43,8414352020,8991792743,133.54,3220000,89.49,32.07,99.4,99.7,3.67,0.42,-337150000,53.16,42.59,-0.13,9,99.2,356000,10.02,42.12,19,8142332478,22.54,6.5,7336953026,41.71,8.83,39.7,30.6,0.2,0,60.26,71.74,,,94.32,3.49e+08,69,24.12,,,,
"Moldova",2012,30.24,2.88,8709138635,9519279678,134.04,3580000,102.2,34.65,99.5,99.8,6.81,0.34,-224600000,53.57,42.56,-0.09,9,99.3,419000,12.02,40.49,21.36,8704671168,24.38,5.7,7464848862,41.59,3.94,40.16,29.2,0.1,0,62.1,71.48,,,95.03,3.96e+08,130,45.45,,,,
"Moldova",2013,30.69,2.55,9496717876,10391128071,131.5,3700000,108.2,37.44,99.6,99.9,8.98,0.45,-211120000,53.43,42.53,-0.1,9,99.5,469000,13.77,40.25,22.83,9448149514,26.12,5.4,8144605798,42.77,7.96,41.52,28.5,0,0,64.57,71.79,,,95.49,4.28e+08,168,58.75,,,,
"Moldova",2014,34.85,3.68,9402090138,10224420141,131.17,3740000,111.98,67,99.8,99.9,9.22,0.41,-305070000,53.09,42.5,-0.13,9,99.6,509000,15.23,42.3,23.53,9375407929,26.3,4.6,8502287083,44.09,5.68,43.09,26.8,0,0,67.75,73.24,52.15,1.01,96.17,4.42e+08,237,82.93,109.13,0.13,,
"Moldova",2015,36,2.9,7797667197,8247147200,125.35,3710000,113.3,69,99.9,100,3.06,0.35,-218560000,52.52,42.49,-0.78,9,99.8,534000,16.26,42.32,26.19,7066335868,29.14,4.3,8247147200,47.5,-7.9,45.96,27,0,0,69.1,73.74,52.1,1,96.38,3.7e+08,361,127.29,107.11,0,,
"Moldova",2016,35.86,1.1,7980917076,8426887066,123.27,3790000,117.47,71,99.9,100,7,0.35,-74110000,52.4,42.51,-1.11,9,99.9,557000,17.22,40.5,29.48,7627551246,32.59,6.2,8614254938,43.98,11.25,42.67,26.3,0.1,0,68.26,73.66,52.84,1,96.61,3.34e+08,1852,660.68,106.62,0.27,,
"Moldova",2017,33.11,1.57,9514404016,10070244013,123.56,3750000,117.8,49.9,100,100,5.87,0.26,-138650000,52.46,42.56,-1.62,13,100,584000,18.3,39.7,27.79,9190034402,29.92,5.6,8999682529,41.87,8.03,40.25,25.9,0,0,66.16,71.21,51.95,0.99,96.85,3.8e+08,10071,3655.28,107.24,,,
"Moldova",2018,31.78,2.75,11252353421,11788143412,126.05,3640000,115.76,50.3,100,100,3.42,0.19,-275340000,52.7,42.63,-1.59,13,100,623000,19.76,43.22,29.28,10673164437,31.13,5,9271659868,37.14,4.32,35.97,25.7,0,0,65.08,71.63,52.84,0.99,97.29,4.38e+08,10610,3919.17,101.78,,,
"Moldova",2019,28.98,4.44,11736797055,12351757050,125.25,3610000,116.22,57.76,100,100,3.89,0.24,-479580000,52.47,42.73,-1.37,13,100,671000,21.54,46.81,29.79,11165403703,31.63,4,9648461606,39.28,6.25,38.05,26,0,0,66.2,74.85,54.78,0.97,96.96,4.79e+08,12060,4526.65,102.43,1.1,,
