"Access.to.electricity....of.population.","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications..computer..etc.....of.service.imports..BoP.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini.index","Individuals.using.the.Internet....of.population.","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people."
1.9,77.8707367149758,3.5,89.79,2.98,16.9,36.2198132780083,2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1090000,27.79
5.3,1,9.9,82.69,0,82.18,36.2198132780083,2.3,2,0.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1570000,39.09
4.1,1.2,7.2,78.2,0,77.61,36.2198132780083,2.5,1,0.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2020000,48.33
9.3,2.8,16.1,76.3,0,75.71,36.2198132780083,2.6,2,0.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2380000,54.94
9.8,3.5,16.4,81.46,0,81.12,36.2198132780083,3.2,2,0.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2550000,57.61
9.4,4.1,14.8,71.32,0,71,33.2,5.41,4,0.89,25.9,6.4,63.99525,67.5129845422117,3230000,71.36
15.2,5.2,25.4,50.51,0,47.7,36.2198132780083,10,4,0.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3650000,79.18
17.7,4.1,31.2,46.6,0,39.33,35.3,15.7,10,2.12,27.6,7.5,63.99525,67.5129845422117,3120000,66.23
24.2,7.4,40.5,46.06,0,41.71,36.2198132780083,16.3,9,1.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2660000,55.46
22.8,7.7,37.2,21.03,0,19.36,36.2198132780083,18.9,11,2.25,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
23.1,8.3,37,56.58,0,38.1,36.2198132780083,23.48,24,4.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1940000,38.85
85.1,33.6,100,30.84,5.34,15.88,36.2198132780083,9,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7380000,118.48
83.5,25.6,100,16.05,2.6,1.68,36.2198132780083,10.8,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9530000,149.9
81.9,17.5,100,17.78,2.93,4.06,36.2198132780083,14,7,1.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10900000,167.9
80.3,9.3,100,19.9,25.37,1.16,36.2198132780083,14,7,1.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1e+07,161.6
78.7,0.8,100,10.83,6.64,0.65,36.2198132780083,15.2,9,1.53,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9590000,163.33
77.1,77.8707367149758,100,13.4,7,0.69,36.2198132780083,16.5,36,6.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10200000,171.01
75.5,77.8707367149758,100,10.23,17.17,0.24,36.2198132780083,17.76,36,5.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8500000,139.35
73.8,77.8707367149758,100,6.29,3.52,0.46,36.2198132780083,43.7411033057851,40,6.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9750000,157.41
72.2,77.8707367149758,100,18.24,19.88,0.85,36.2198132780083,43.7411033057851,926,147.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7660000,121.93
70.6,77.8707367149758,100,14.77,19.91,0.64,36.2198132780083,43.7411033057851,6174,967.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6020000,94.38
67,77.8707367149758,100,11.19,19.9,0.69,36.2198132780083,43.7411033057851,7345,1133.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
68.5,77.8707367149758,100,16.77,13.18,0.61,36.2198132780083,43.7411033057851,7119,1083.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,11400000,173.54
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,70,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,34000,96.05
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,75,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,35000,98.11
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,80,137,3813.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,35500,98.81
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,85,272,7516.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36970,102.16
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,89.41,358,9806.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36080,98.84
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.8,429,11655.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38427,104.4
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,95.21,535,14422.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,40652,109.59
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,96.64,579,15499.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,40950,109.62
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,98.09,661,17575.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,44298,117.79
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,99.55,904,23859.17,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,46402,122.47
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1333,34912.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47272,123.81
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.15,1826,47450.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47748,124.08
99.4,99.7,99.3,16,16.42,13.58,35.7,55.22,82041.0339782916,3567.78490926012,1.4,0.8,54.06,56.53,5020000,155.77
99.5,99.7,99.4,23.02,19.09,19.38,37.2,59.76,82041.0339782916,3567.78490926012,2.2,1.1,58.82,60.82,4960000,156
99.7,100,99.5,18.68,19.71,15.52,33.6,62.12,549,177.25,1.5,0.9,63.86,64.46,4890000,155.81
99.7,99.7,99.7,18.31,18.82,15.66,32.5,63.64,757,249.99,0.7,0.5,63.56,63.72,4940000,159.3
100,100,100,21.06,19.15,18.57,35.1,67.23,1344,449.83,0.9,0.6,66.06,66.33,5e+06,163.13
100,100,100,21.16,19.64,18.98,35.3,68.45,1882,636.31,0.7,0.4,68.37,68.54,4570000,150.78
100,100,100,21.09,19.42,19.18,37.7,72.13,2208,752.98,1.3,0.6,72.11,72.16,4270000,142.49
100,100,100,22.22,22.19,20.98,37.4,71.38,3443,1185.23,0.7,0.5,71.59,71.13,4180000,141.17
100,100,100,26.39,25.05,25.13,38.4,74.38,12556,4377.61,1.3,0.7,74.67,74.05,4200000,143.33
100,100,100,26.25,25.65,25.23,37.3,77.62,36934,13058.25,1,0.7,78.16,77,4360000,150.16
100,100,100,26.53,24.67,25.59,35.7,79.72,51176,18267.08,0.9,0.4,79.9,79.53,3760000,130.89
100,100,100,29.72,27.64,28.92,35.3,81.58,87889,31454.79,0.5,0.3,82.34,80.74,3700000,130.02
100,100,100,21.27,14.84,21.19,32.6,82.23,82041.0339782916,3567.78490926012,0,0,73.78,90.58,707000,144.69
100,100,100,24.39,17.49,24.29,31.2,87.31,82041.0339782916,3567.78490926012,0,0,82.5,92.07,720000,144.62
100,100,100,27.03,17.74,26.94,30.5,90.62,606,1195.38,0,0,87.04,94.14,727000,143.37
100,100,100,28.67,18.75,28.57,32.1,90.03,800,1543.37,0.1,0,86.42,93.59,764973,147.62
100,100,100,32.26,20.58,32.2,34.3,91.95,1232,2320.39,0,0,88.55,95.28,761314,143.49
100,100,100,32.91,22.08,32.84,32,93.78,1765,3248.31,0.1,0.1,91.8,95.7,788371,145.17
100,100,100,31.97,22.83,31.92,31.2,94.67,2511,4513.6,0.1,0.1,93.59,95.72,802400,144.3
100,100,100,33.43,24.97,33.37,32.9,96.38,3133,5500.31,0.3,0.2,95.23,97.49,806800,141.69
100,100,100,35.66,27.51,35.61,31.7,98.14,6678,11473.95,0.1,0.1,97.35,98.9,764000,130.97
100,100,100,35.3,26.91,35.25,34.5,97.36,25651,43014.34,0.3,0.2,97.21,97.51,794000,133.16
100,100,100,36.69,29.5,36.65,35.4,97.06,26234,43151.57,0.3,0.1,95.97,98.11,798600,131.37
100,100,100,39.88,32,39.84,34.2,97.12,24716,39864.45,0.1,0.1,96.88,97.35,817810,131.91
100,100,100,51.19,3.54,49.7,36.2198132780083,49.24,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,47.14,51.45,932596,176.28
100,100,100,46.17,2.76,43.66,36.2198132780083,54,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,50.87,57.36,1040000,191.04
100,100,100,43.75,2.14,42.54,36.2198132780083,55.2,113,202.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1120000,201.38
100,100,100,45.32,1.93,43.89,36.2198132780083,60.2,145,253.94,5.74672131147541,1.96690573770492,57.7,62.96,1350000,236.99
100,100,100,48.2,1.4,46.58,36.2198132780083,61.31,215,368.93,5.74672131147541,1.96690573770492,60.47,62.21,1610000,276.86
100,100,100,42.74,1.14,40.69,36.2198132780083,65.8,240,404.47,5.74672131147541,1.96690573770492,65.38,66.2,1720000,290.25
100,100,100,41.85,1.29,39.54,36.2198132780083,69.78,297,491.59,5.74672131147541,1.96690573770492,69.37,70.21,1860000,307.27
100,100,100,40.8,1.37,38.22,36.2198132780083,77.6,453,736.3,5.74672131147541,1.96690573770492,76.32,78.93,1900000,308.19
100,100,100,38.57,1.24,35.9,36.2198132780083,81.64,681,1086.67,5.74672131147541,1.96690573770492,80.87,82.5,1970000,314.35
100,100,100,41.81,1.91,39.84,36.2198132780083,83.17,1108,1735.02,5.74672131147541,1.96690573770492,83.12,83.24,2050000,320.54
100,100,100,42.76,1.24,40.92,36.2198132780083,83.79,1674,2571.46,5.74672131147541,1.96690573770492,83.79,83.77,2180000,335.06
100,100,100,36.02,1.21,33.6,36.2198132780083,86.47,2669,4021.68,5.74672131147541,1.96690573770492,85.76,87.29,2790000,420.85
18.3,1.4,56.4,54.26,38.18,47.33,36.2198132780083,1.65,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4840000,23.57
17.4,77.8707367149758,68.6,51.92,43.1,47.55,36.2198132780083,1.63,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6280000,29.76
12.3,77.8707367149758,39.1,57.08,35.99,52,42.4,1.7,6,0.28,80.2,40.2,63.99525,67.5129845422117,7710000,35.49
14.3,77.8707367149758,61.5,46.26,22.01,39.09,36.2198132780083,1.9,9,0.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8680000,38.84
18.7,77.8707367149758,72.8,42.33,24.12,36.04,42.6,2.3,15,0.65,80.7,42.5,63.99525,67.5129845422117,8780000,38.22
12.9,77.8707367149758,60.7,38.14,20.84,31.66,36.2198132780083,3,16,0.68,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8460000,35.87
23,1.7,63.2,33.26,19.02,24.85,36.2198132780083,3.7,27,1.11,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9710000,40.11
23.8,1.7,64.3,32.7,21.19,24.82,36.2198132780083,4.17,39,1.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10700000,43.03
22.9,77.8707367149758,67.3,37.15,17.21,24.78,36.2198132780083,4.71,76,2.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8e+06,31.36
24.1,77.8707367149758,66.6,38,19.09,28.46,36.2198132780083,6.4,126,4.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8730000,33.36
36.5,16,71.2,42.31,19.88,31.81,36.2198132780083,8.7,143,5.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10700000,39.69
31,13,60.7,42.04,18.05,29.5,36.2198132780083,11.83,227,8.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.3e+07,47.23
7.8,2.8,35.5,36.41,13.14,26.24,36.2198132780083,0.7,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1510000,10.85
8.3,3.1,36.7,34.77,14.08,24.66,36.2198132780083,1.07,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2490000,17.38
8.7,3.9,34.7,35.14,14.16,23.96,45.5,2.26,3,0.2,68.4,30.7,63.99525,67.5129845422117,3120000,21.18
7.6,3,32.6,28.28,21.81,20.27,36.2198132780083,3.33,5,0.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3950000,26.09
7.4,1.8,37.1,32.14,30.41,23.84,36.2198132780083,4.35,20,1.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4650000,29.82
9,3.8,36.6,41.9,37.73,35.42,36.2198132780083,5.05,23,1.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5290000,33.01
11.9,5.3,46.1,40.52,30.45,34.9,36.2198132780083,5.83,31,1.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5630000,34.18
10.8,3.4,48.7,35.27,30.67,28.87,36.2198132780083,6,38,2.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6570000,38.77
11,4.9,42,35.77,38.37,29.23,44.7,6.3,90,5.17,65.7,26,63.99525,67.5129845422117,7180000,41.24
12.7,3.7,57.5,35.7,33.43,31.55,36.2198132780083,7,184,10.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7770000,43.47
18,11.7,49,34.85,35.59,31.63,36.2198132780083,8,279,15.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7080000,38.53
11.2,4.1,45.5,38.38,59.6,36.08,38.5,14.6,305,16.17,70.1,29.3,63.99525,67.5129845422117,8900000,47.18
99,98,99.4,36.81,26.69,36.37,45.5,55.8,82041.0339782916,3567.78490926012,0.7,0.1,63.99525,67.5129845422117,27700000,100.18
99.3,97.9,99.9,38.79,26.81,38.31,36.2198132780083,55.9,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30100000,106.83
99.5,99,99.6,35,31.89,34.51,36.2198132780083,56.3,1267,44.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,33900000,117.9
99.5,98.8,99.8,35.79,34.18,35.35,43.9,61,1650,56.54,0.1,0,63.99525,67.5129845422117,36700000,125.62
99.8,99.5,99.9,37.23,36.87,36.92,36.2198132780083,65.8,2948,99.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,41300000,139.33
99.6,98.7,99.9,38.63,35.89,38.4,41.3,57.06,3604,119.6,0,0,55.37,58.64,4.3e+07,142.71
99.7,99,100,37.43,32.86,37.16,36.2198132780083,63.67,4513,147.45,5.74672131147541,1.96690573770492,61.8,65.41,44900000,146.79
99.9,99.5,100,40.24,35.21,39.88,41.1,71.06,7079,227.85,0,0,69.02,72.97,44100000,141.96
99.9,99.6,100,42.59,35.07,42.23,36.2198132780083,78.79,29017,920.4,5.74672131147541,1.96690573770492,76.69,80.03,43500000,137.87
100,99.9,100,41,35.99,40.41,36.2198132780083,80.14,152966,4783.8,5.74672131147541,1.96690573770492,78.24,81.92,42300000,132.41
100,100,100,39.1,36.21,38.73,41.2,81.2,180124,5559.51,0,0,78.73,83.52,42400000,130.91
100,100,100,38.46,36.43,38.1,36.2198132780083,84.19,214828,6548.83,5.74672131147541,1.96690573770492,82.37,85.85,44600000,135.96
93.6,90.3,99.4,15.77,1.61,14.07,36.2198132780083,23.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,435627,129.31
99.9,99.9,99.9,17.46,1.8,16.59,38.4,24.8,82041.0339782916,3567.78490926012,3.8,0.8,63.99525,67.5129845422117,457770,131.15
99,98.7,99.6,16.56,2.79,15.54,36.2198132780083,26.53,9,24.89,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,494351,136.72
99.1,98.7,99.7,34.33,2.75,33.71,36.2198132780083,34,11,29.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,530449,141.66
99.2,98.9,99.8,38.11,2.63,37.75,36.2198132780083,38.93,30,77.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,560547,144.64
99.4,99,99.9,40.61,2.39,40.19,36.2198132780083,44.1,33,82.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,625161,156.01
100,100,100,42.65,2.71,42.27,36.2198132780083,49.28,41,98.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,665818,159.77
99.8,99.6,100,41.84,3,41.32,36.2198132780083,54.46,53,121.68,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,739790,169.84
100,100,100,48.11,3.64,47.66,31.3,59.5,101,222.34,0,0,63.99525,67.5129845422117,812128,178.78
99.8,99.9,99.7,44.62,2.42,44.16,36.2198132780083,65,209,442.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,900120,190.52
100,100,100,39.35,1.97,38.89,36.2198132780083,70.9,270,551.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,857934,175.18
100,100,100,40,1.94,39.5,29.3,77.47,385,763.12,0,0,63.99525,67.5129845422117,828042,164.13
23.4,5.5,57.6,18.24,30.11,18.05,36.2198132780083,1.57,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3440000,23.63
24,5.7,57.9,26.5,35.12,25.4,33,1.8,82041.0339782916,3567.78490926012,48.2,14.7,63.99525,67.5129845422117,4460000,29.67
27,77.8707367149758,74.4,24.51,38.27,22.99,36.2198132780083,2,7,0.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7440000,47.91
28.8,1.4,75.9,23.41,40.12,22.47,36.2198132780083,2.2,7,0.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10800000,67.47
25.6,77.8707367149758,76,23.72,48.35,23.31,36.2198132780083,2.8,14,0.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14600000,88.48
32.4,3.4,78.9,58.22,49.28,25.79,36.2198132780083,3.5,16,0.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,19700000,116.15
34.2,4.5,80.3,59.35,45.02,24.64,36.2198132780083,7,25,1.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23500000,133.92
37.6,7.3,83.1,57.29,48.46,25.64,36.2198132780083,10.33,39,2.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22700000,125.32
38.8,8.4,83,58.79,45.18,26.19,36.2198132780083,14,57,3.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,20200000,108.12
34.8,77.8707367149758,85,52.44,47.2,28.11,36.2198132780083,18.9,142,7.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.2e+07,114.1
50.9,25.4,85.6,50.37,46.23,24.79,36,21.4,201,10.08,15.2,3,63.99525,67.5129845422117,2.2e+07,110.14
47.9,15.2,90.9,49.35,60.8,25.76,36.2198132780083,22.31,203,9.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22900000,111.47
100,100,100,54.63,44.75,54.5,29,50.08,82041.0339782916,3567.78490926012,0.1,0.1,47.11,52.99,385636,93.28
100,100,100,62.69,49.19,62.6,30.2,58.86,82041.0339782916,3567.78490926012,0.4,0.2,56.67,61.02,422083,101.58
100,100,100,56.39,51.19,56.29,29,63,686,1654.97,0.2,0.1,58.46,67.66,455579,108.79
100,100,100,53.5,39.69,53.39,29.1,68.02,849,2039.55,0.2,0.1,66.46,69.58,521748,123.18
100,100,100,55.35,49.9,55.25,29.4,68.2,1091,2597.45,0.1,0,66.32,70.77,532228,123.8
100,100,100,55.45,50.83,55.38,28.8,68.91,1108,2601.14,0,0,66.86,70.94,556652,127.23
100,100,100,55.64,54.03,55.58,29,73.11,1246,2867.28,0,0,71.64,74.55,546229,122.35
100,100,100,63.49,60.21,63.45,29.4,75.96,1570,3527.67,0.1,0.1,74.58,77.3,524161,114.8
100,100,100,62.65,58.59,62.61,29.1,78.08,1473,3234.83,0.1,0.1,78,78.15,585470,125.18
100,100,100,63.21,57.83,63.17,29.2,81.01,6600,14102.59,0.2,0.1,79.51,82.44,604759,126.12
100,100,100,63.48,56.7,63.44,28.7,81.66,6986,14415.12,0.1,0.1,81.71,81.61,615843,125.28
100,100,100,69.43,64.2,69.41,31,85.78,5464,10839.94,0.3,0.1,85.82,85.74,634386,125.96
80.2,49.8,91.6,16.78,37.97,14.61,36.2198132780083,4.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
81.7,53.6,92,38.03,38.31,36.79,36.2198132780083,5.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
89.4,81.1,92.4,27.82,16.18,26.37,36.2198132780083,7,1,18.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
89.9,82.6,92.5,27.2,12.52,25.92,36.2198132780083,10,3,56.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
90.4,82.3,93.1,27.26,15.04,25.96,36.2198132780083,12.5,2,38.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
90.9,83.1,93.5,29.48,13.3,28.33,36.2198132780083,14,1,19.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
91.5,84.2,93.8,27.3,13.17,25.98,36.2198132780083,16.8,2,39.67,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15500,30.74
92.1,85.5,94.2,27.57,16.47,26.27,36.2198132780083,19.28,1,20.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15500,31.37
92.7,86.9,94.5,32.61,19.3,30.46,36.2198132780083,29.79,3,62.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
93.8,90.5,94.8,5.83,3.18,0,36.2198132780083,38.7,6,127.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,16000,33.91
95.3,95.8,95.1,7.26,43.76,0,36.2198132780083,43.7411033057851,8,173.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
96.8,100,95.4,35,47.97,28.99,35.5,43.7411033057851,20,447.15,0.9,0.2,63.99525,67.5129845422117,16000,35.77
30,4,62,36.4331785714286,30.4169443207127,34.0576347438753,35.7,1.87,82041.0339782916,3567.78490926012,11.9,3,63.99525,67.5129845422117,2090000,64.7
31.1,3.2,64.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.28,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2180000,65.68
34.2,2.1,71,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4,6,1.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2780000,81.18
35.3,1.5,72.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4.5,4,1.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3310000,94.06
36.4,0.8,74.4,58.89,53.21,56.82,36.2198132780083,5,1,0.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4030000,110.71
37.6,77.8707367149758,76,60.45,56.09,58,36.2198132780083,6.2,2,0.53,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3990000,106.55
38.8,77.8707367149758,76.9,56.09,70.88,53.42,32.6,11.8,1,0.26,6.5,1.6,63.99525,67.5129845422117,3750000,97.66
39.5,77.8707367149758,79,55.62,69.11,52.52,36.2198132780083,17.6,14,3.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3640000,92.35
41.2,77.8707367149758,80.5,60.28,70.37,57.1,36.2198132780083,24.1,14,3.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3610000,89.2
